Absolute path,Relative path,Class name
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0090.jpg,dataset2\rose_0090.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0091.jpg,dataset2\rose_0091.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0092.jpg,dataset2\rose_0092.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0093.jpg,dataset2\rose_0093.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0094.jpg,dataset2\rose_0094.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0095.jpg,dataset2\rose_0095.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0096.jpg,dataset2\rose_0096.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0097.jpg,dataset2\rose_0097.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0098.jpg,dataset2\rose_0098.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0099.jpg,dataset2\rose_0099.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0100.jpg,dataset2\rose_0100.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0101.jpg,dataset2\rose_0101.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0102.jpg,dataset2\rose_0102.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0103.jpg,dataset2\rose_0103.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0104.jpg,dataset2\rose_0104.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0105.jpg,dataset2\rose_0105.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0106.jpg,dataset2\rose_0106.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0107.jpg,dataset2\rose_0107.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0108.jpg,dataset2\rose_0108.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0109.jpg,dataset2\rose_0109.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0110.jpg,dataset2\rose_0110.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0111.jpg,dataset2\rose_0111.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0112.jpg,dataset2\rose_0112.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0113.jpg,dataset2\rose_0113.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0114.jpg,dataset2\rose_0114.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0115.jpg,dataset2\rose_0115.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0116.jpg,dataset2\rose_0116.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0117.jpg,dataset2\rose_0117.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0118.jpg,dataset2\rose_0118.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0119.jpg,dataset2\rose_0119.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0120.jpg,dataset2\rose_0120.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0121.jpg,dataset2\rose_0121.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0122.jpg,dataset2\rose_0122.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0123.jpg,dataset2\rose_0123.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0124.jpg,dataset2\rose_0124.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0125.jpg,dataset2\rose_0125.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0126.jpg,dataset2\rose_0126.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0127.jpg,dataset2\rose_0127.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0128.jpg,dataset2\rose_0128.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0129.jpg,dataset2\rose_0129.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0130.jpg,dataset2\rose_0130.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0131.jpg,dataset2\rose_0131.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0132.jpg,dataset2\rose_0132.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0133.jpg,dataset2\rose_0133.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0134.jpg,dataset2\rose_0134.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0135.jpg,dataset2\rose_0135.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0136.jpg,dataset2\rose_0136.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0137.jpg,dataset2\rose_0137.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0138.jpg,dataset2\rose_0138.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0139.jpg,dataset2\rose_0139.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0140.jpg,dataset2\rose_0140.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0141.jpg,dataset2\rose_0141.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0142.jpg,dataset2\rose_0142.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0143.jpg,dataset2\rose_0143.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0144.jpg,dataset2\rose_0144.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0145.jpg,dataset2\rose_0145.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0146.jpg,dataset2\rose_0146.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0147.jpg,dataset2\rose_0147.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0148.jpg,dataset2\rose_0148.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0149.jpg,dataset2\rose_0149.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0150.jpg,dataset2\rose_0150.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0151.jpg,dataset2\rose_0151.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0152.jpg,dataset2\rose_0152.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0153.jpg,dataset2\rose_0153.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0154.jpg,dataset2\rose_0154.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0155.jpg,dataset2\rose_0155.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0156.jpg,dataset2\rose_0156.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0157.jpg,dataset2\rose_0157.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0158.jpg,dataset2\rose_0158.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0159.jpg,dataset2\rose_0159.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0160.jpg,dataset2\rose_0160.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0161.jpg,dataset2\rose_0161.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0162.jpg,dataset2\rose_0162.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0163.jpg,dataset2\rose_0163.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0164.jpg,dataset2\rose_0164.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0165.jpg,dataset2\rose_0165.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0166.jpg,dataset2\rose_0166.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0167.jpg,dataset2\rose_0167.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0168.jpg,dataset2\rose_0168.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0169.jpg,dataset2\rose_0169.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0170.jpg,dataset2\rose_0170.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0171.jpg,dataset2\rose_0171.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0172.jpg,dataset2\rose_0172.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0173.jpg,dataset2\rose_0173.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0174.jpg,dataset2\rose_0174.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0175.jpg,dataset2\rose_0175.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0176.jpg,dataset2\rose_0176.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0177.jpg,dataset2\rose_0177.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0178.jpg,dataset2\rose_0178.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0179.jpg,dataset2\rose_0179.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0180.jpg,dataset2\rose_0180.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0181.jpg,dataset2\rose_0181.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0182.jpg,dataset2\rose_0182.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0183.jpg,dataset2\rose_0183.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0184.jpg,dataset2\rose_0184.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0185.jpg,dataset2\rose_0185.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0186.jpg,dataset2\rose_0186.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0187.jpg,dataset2\rose_0187.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0188.jpg,dataset2\rose_0188.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0189.jpg,dataset2\rose_0189.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0190.jpg,dataset2\rose_0190.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0191.jpg,dataset2\rose_0191.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0192.jpg,dataset2\rose_0192.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0193.jpg,dataset2\rose_0193.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0194.jpg,dataset2\rose_0194.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0195.jpg,dataset2\rose_0195.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0196.jpg,dataset2\rose_0196.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0197.jpg,dataset2\rose_0197.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0198.jpg,dataset2\rose_0198.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0199.jpg,dataset2\rose_0199.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0200.jpg,dataset2\rose_0200.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0201.jpg,dataset2\rose_0201.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0202.jpg,dataset2\rose_0202.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0203.jpg,dataset2\rose_0203.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0204.jpg,dataset2\rose_0204.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0205.jpg,dataset2\rose_0205.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0206.jpg,dataset2\rose_0206.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0207.jpg,dataset2\rose_0207.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0208.jpg,dataset2\rose_0208.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0209.jpg,dataset2\rose_0209.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0210.jpg,dataset2\rose_0210.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0211.jpg,dataset2\rose_0211.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0212.jpg,dataset2\rose_0212.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0213.jpg,dataset2\rose_0213.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0214.jpg,dataset2\rose_0214.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0215.jpg,dataset2\rose_0215.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0216.jpg,dataset2\rose_0216.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0217.jpg,dataset2\rose_0217.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0218.jpg,dataset2\rose_0218.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0219.jpg,dataset2\rose_0219.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0220.jpg,dataset2\rose_0220.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0221.jpg,dataset2\rose_0221.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0222.jpg,dataset2\rose_0222.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0223.jpg,dataset2\rose_0223.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0224.jpg,dataset2\rose_0224.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0225.jpg,dataset2\rose_0225.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0226.jpg,dataset2\rose_0226.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0227.jpg,dataset2\rose_0227.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0228.jpg,dataset2\rose_0228.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0229.jpg,dataset2\rose_0229.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0230.jpg,dataset2\rose_0230.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0231.jpg,dataset2\rose_0231.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0232.jpg,dataset2\rose_0232.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0233.jpg,dataset2\rose_0233.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0234.jpg,dataset2\rose_0234.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0235.jpg,dataset2\rose_0235.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0236.jpg,dataset2\rose_0236.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0237.jpg,dataset2\rose_0237.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0238.jpg,dataset2\rose_0238.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0239.jpg,dataset2\rose_0239.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0240.jpg,dataset2\rose_0240.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0241.jpg,dataset2\rose_0241.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0242.jpg,dataset2\rose_0242.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0243.jpg,dataset2\rose_0243.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0244.jpg,dataset2\rose_0244.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0245.jpg,dataset2\rose_0245.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0246.jpg,dataset2\rose_0246.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0247.jpg,dataset2\rose_0247.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0248.jpg,dataset2\rose_0248.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0249.jpg,dataset2\rose_0249.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0250.jpg,dataset2\rose_0250.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0251.jpg,dataset2\rose_0251.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0252.jpg,dataset2\rose_0252.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0253.jpg,dataset2\rose_0253.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0254.jpg,dataset2\rose_0254.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0255.jpg,dataset2\rose_0255.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0256.jpg,dataset2\rose_0256.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0257.jpg,dataset2\rose_0257.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0258.jpg,dataset2\rose_0258.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0259.jpg,dataset2\rose_0259.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0260.jpg,dataset2\rose_0260.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0261.jpg,dataset2\rose_0261.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0262.jpg,dataset2\rose_0262.jpg,rose
